품질ID,작업ID,관리항목,관리기준/확인내용,검사방법,검사시점,품질이 해야할 일,출처URL
Q-LAND-FAC-001-03,LAND-FAC-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-CLEAN-001-01,CLOSE-CLEAN-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-CLEAN-001-02,CLOSE-CLEAN-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-CLEAN-001-03,CLOSE-CLEAN-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-TEST-001-01,CLOSE-TEST-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-TEST-001-02,CLOSE-TEST-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-TEST-001-03,CLOSE-TEST-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-DOC-001-01,CLOSE-DOC-001,자재 승인상태,승인자재·성적서 확인,자재검수,반입 시,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-DOC-001-02,CLOSE-DOC-001,시공 위치·치수,도면과 일치,줄자/레벨/육안,시공 중,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
Q-CLOSE-DOC-001-03,CLOSE-DOC-001,마감상태,파손·오염·누락 없음,육안,완료 후,"검측 전 자체점검, 부적합 발견 시 재시공/보수 및 기록",https://www.kcsc.re.kr/standardCode/search?kcsc_cd=%ED%91%9C%EC%A4%80%EC%8B%9C%EB%B0%A9%EC%84%9C&searchType=0
